#Position (bp)	mapping quality
2.16868718E8	21.40183291449079
2.203510145E8	21.910320617832905
2.232045515E8	20.924664554562067
2.250878935E8	23.43462233361152
2.278843825E8	19.53981890965424
2.316510665E8	21.315621296591416
2.354177505E8	19.668950648639882
2.391844345E8	20.698280524091892
2.429511185E8	20.509642257494708
2.467178025E8	19.684244618104206
2.49194335E8	24.026232601654403
2.51077677E8	17.76853815710354
2.542511705E8	21.205945305960157
2.580178545E8	16.417865997956394
2.61538386E8	11.905775538534112
2.63421728E8	19.83042783042783
2.65043728E8	19.211325310155264
2.6692707E8	17.135160078338824
2.693179065E8	18.389665090411714
2.717321685E8	5.691806228820685
2.736155105E8	22.158855245491885
2.756930105E8	22.37793367882114
2.772252095E8	21.116515130579998
2.783834735E8	12.444868182475973
2.789568265E8	14.069072958760364
2.808401685E8	18.218024666989226
2.841337855E8	15.512829357301683
2.860171275E8	17.5958440003477
2.881513265E8	21.184856994925195
2.919180105E8	20.73160879803315
2.956113115E8	21.080156614729628
2.974946535E8	17.6986977728695
2.994513785E8	15.941015603041695
3.018711055E8	18.737428368277467
3.037544475E8	20.167988664654988
3.069847465E8	18.93290935370067
3.107514305E8	23.717815014370032
3.143364865E8	23.349398413640753
3.162198285E8	21.198737511797507
3.182847985E8	20.112004344579404
3.21294614E8	21.66416428552704
3.23177956E8	22.74856987722473
3.25388527E8	21.857574367205483
3.27271869E8	21.42982332532286
3.295848505E8	21.522580649025215
3.333515345E8	19.704589824556805
3.371182185E8	21.018352410824136
3.408849025E8	19.858607108301282
3.446515865E8	20.79282512070863
3.484182705E8	20.7862543646926
3.521849545E8	22.005761854451833
3.559516385E8	20.87980944393651
3.597183225E8	21.160773604935358
3.634850065E8	35.70337293115524
3.672516905E8	21.730349872060664
3.710183745E8	22.0900402796692
3.747850585E8	20.285802932249403
3.77416187E8	23.380051467867435
3.79299529E8	20.58203494632607
3.809707145E8	22.76995215644316
3.823972095E8	22.900751890608042
3.837449215E8	20.846107160487154
3.860851105E8	31.1737678045142
3.88047942E8	10.89453781512605
3.89931284E8	21.93286820874853
3.936184785E8	21.13582533980969
3.973851625E8	20.348012503048842
4.011518465E8	24.464593016013513
4.049185305E8	20.13287320400252
4.086852145E8	22.302425714583123
4.124518985E8	20.88370165984869
4.162185825E8	42.08990774189619
4.199852665E8	20.330232683944793
4.237519505E8	20.790751142355553
4.275186345E8	21.098745109548915
4.312853185E8	20.167184479099912
4.350520025E8	20.868145725163156
4.388186865E8	21.204985904354714
4.425853705E8	19.817938727760545
4.446755915E8	16.750394818851955
4.465589335E8	16.55885278231511
4.501187385E8	22.236958923890946
4.538854225E8	21.63864010646709
4.576521065E8	19.405972231052456
4.60959575E8	21.742134729072895
4.62842917E8	14.935388075748628
4.635117425E8	18.51300769490887
4.653950845E8	20.333620706652347
4.68541234E8	21.755187081836638
4.70424576E8	21.423511366024936
4.727188425E8	22.004025843319287
4.74870115E8	27.32155146505718
4.767439775E8	18.580635818879603
4.78359389E8	2.749310208908159
4.802522105E8	20.94092857191456
4.83689518E8	22.148243188404052
4.8557286E8	25.809526565108744
4.862368535E8	21.422986570733297
4.881067875E8	19.918566672975953
4.896555125E8	30.495882703246608
4.911810125E8	21.889765207737543
4.930643545E8	12.445848893893098
4.935384685E8	27.19986911925796
4.954218105E8	21.668516694113872
4.990856305E8	20.349889511856134
5.028523145E8	20.422975413542783
5.066189985E8	18.831482299895672
5.103856825E8	23.785323813374706
5.130466785E8	21.004157161064125
5.149300205E8	20.233987639879274
5.163952645E8	12.908184122823226
5.182786065E8	21.498016321870157
5.20965284E8	9.839542129190809
5.22848626E8	20.09908627366468
5.254524185E8	19.83441830424073
5.292191025E8	21.200317352374476
5.329857865E8	20.868551285270016
5.35029338E8	28.12585284608602
5.3691268E8	23.29031985412416
5.405191545E8	22.98622984034279
5.44240468E8	20.267885232423424
5.4612381E8	27.20753295276192
5.480525225E8	21.836512787780226
5.518192065E8	20.551710116364177
5.555858905E8	21.779888224102724
5.58625207E8	23.650145663668532
5.60508549E8	21.58953301566798
5.631192585E8	21.81730739835041
5.668859425E8	21.350596771146005
5.69000233E8	7.856257231525831
5.70883575E8	22.287324421010712
5.73468742E8	21.44131877291345
5.752691035E8	25.02191851660023
5.76219672E8	21.122091718296
5.781859945E8	21.44810544691438
5.819526785E8	20.234804614917735
5.857193625E8	21.14721295424443
5.894860465E8	20.562728310371725
5.932527305E8	15.394730502202387
5.970194145E8	20.512536074132708
5.98951926E8	1.345775974740376
6.001632245E8	14.733685577929386
6.01997397E8	17.51262201765353
6.02823052E8	16.771836481935477
6.0332906E8	15.214498391429403
6.050587905E8	20.1633134077786
6.068515305E8	21.46661390714497
6.087348725E8	11.446008079914106
6.120861505E8	21.170172440345908
6.150565535E8	20.8803966434612
6.169398955E8	19.88430076641189
6.194423305E8	18.988805703793673
6.213256725E8	20.418877827342897
6.2231967E8	22.571765247127846
6.24203012E8	4.862469564962793
6.271528865E8	21.85846893748251
6.306976955E8	24.65524494639057
6.325810375E8	21.70493386505681
6.346862545E8	21.919777854200177
6.371886395E8	20.340897729256294
6.390719815E8	21.705339790525095
6.422196225E8	22.471295784136473
6.459863065E8	24.282920009184412
6.479243085E8	21.657847564157837
6.498076505E8	21.205029796934223
6.528595015E8	19.692771746310246
6.547428435E8	17.785276151715685
6.56251923E8	21.707148357915056
6.58135265E8	23.377349045245122
6.59475168E8	22.12596507095635
6.599226355E8	20.752622327845078
6.604039105E8	21.595819833231534
6.61839785E8	24.357761984712003
6.648197265E8	21.364205411624997
6.681355135E8	19.446841168094817
6.700188555E8	20.16444280672725
6.715351135E8	23.30505916708839
6.728611785E8	23.15010533011807
6.736791595E8	22.20141569433709
6.745003555E8	20.522199523220475
6.75816132E8	19.090029392148747
6.77435555E8	22.346948078288623
6.798864625E8	20.54855385337594
6.818510355E8	18.028752952675735
6.837343775E8	19.994579071260304
6.874198305E8	20.894333142604467
6.90340413E8	20.57082267829533
6.92223755E8	19.649600765887914
6.934782645E8	22.551611570188847
6.947381725E8	21.205053283340476
6.962131065E8	20.475788693107038
6.987198825E8	15.463110461799943
7.024865665E8	15.373206824699576
7.046052905E8	23.463376571186174
7.04962553E8	9.607401136522732
7.06585573E8	20.333402214201765
7.081116525E8	8.478278532123644
7.100199345E8	17.884159412185774
7.13064809E8	19.127288433451678
7.14948151E8	17.324185325449655
7.16414329E8	23.65737075571055
7.18297671E8	16.85812041399854
7.213199865E8	20.86617106595355
7.250866705E8	17.922289865977646
7.27711855E8	7.967203722320579
7.29595197E8	15.12406239358466
7.326200385E8	17.486377959213158
7.35474039E8	3.3056130199520415
7.37357381E8	14.856891266576435
7.401534065E8	20.87537478363757
7.42275044E8	18.993943415627562
7.44158386E8	28.701844656413435
7.471764995E8	18.787440338262112
7.490598415E8	21.548415532072443
7.514534585E8	22.1075785887607
7.552201425E8	19.352991293745696
7.578793465E8	19.696121609406347
7.597626885E8	21.487050011649945
7.627535105E8	19.840963134652732
7.654055305E8	17.10206884830506
7.672888725E8	17.328441146271306
7.702868785E8	20.91801293834683
7.739557755E8	10.523812262156449
7.758391175E8	1.2518134395160045
7.769674385E8	19.586719670068177
7.788507805E8	18.82581055427757
7.815869305E8	20.33877946922506
7.851199655E8	22.436462254561302
7.870033075E8	9.230893600786917
7.891202985E8	18.53903216909754
7.912526495E8	24.420549204362683
7.931359915E8	21.09202384683899
7.961114915E8	20.66877076780514
7.979948335E8	21.55994841272004
8.004203505E8	22.9251906345349
8.041870345E8	22.00269209573748
8.079537185E8	24.044846612863207
8.104424105E8	21.189356506281083
8.123257525E8	22.141136758804176
8.14765446E8	19.860834983910454
8.16648788E8	21.1472455221449
8.192537705E8	23.607274103401565
8.230204545E8	21.159225355354813
8.267871385E8	23.591835429249503
8.29050486E8	20.892503150448924
8.30933828E8	22.639542589067798
8.343205065E8	21.20376915987066
8.380871905E8	24.82501388681593
8.417711155E8	21.389677175181358
8.436544575E8	20.427143176329796
8.456205585E8	21.625401284092504
8.48102355E8	15.086678126756482
8.49985697E8	12.497707211619414
8.531539265E8	21.373614545429604
8.569206105E8	21.25937633333222
8.597303395E8	17.696265781114004
8.60838373E8	11.234368036214347
8.61795328E8	21.69428000719363
8.644539785E8	17.65706788214513
8.6714817E8	16.29324077584514
8.69031512E8	14.630106475533943
8.719873465E8	21.654043176098245
8.757540305E8	21.767784118276563
8.795207145E8	20.56627019519851
8.83064038E8	18.56626997654762
8.8494738E8	19.642373636008685
8.870540825E8	21.156070213346663
8.908207665E8	22.341644511475902
8.94093564E8	21.323679244176855
8.956153455E8	19.338749761039953
8.96109232E8	22.71258345692277
8.97100687E8	19.635994113265138
8.98984029E8	21.545029594221663
9.021208185E8	22.442878226841188
9.058875025E8	19.23355517620814
9.096541865E8	21.35446309249852
9.134208705E8	21.142144386148214
9.16819397E8	22.510586971534185
9.18702739E8	16.180917412984694
9.209542385E8	21.197762856323813
9.24115581E8	23.918002343641383
9.25998923E8	20.87517526754006
9.266727335E8	26.577470030907023
9.285560755E8	21.12811255221949
9.322542905E8	26.031597782813858
9.360209745E8	21.954235967557544
9.397876585E8	22.7111711085843
9.424939575E8	24.821449242478934
9.443772995E8	29.843120107911876
9.45823489E8	21.29070077394398
9.47706831E8	21.812699224175166
9.507062095E8	23.509540870712243
9.525895515E8	21.55526057357812
9.548543945E8	21.884618227654542
9.586210785E8	22.6200206542469
9.623877625E8	21.65507803178492
9.661544465E8	22.358153456508095
9.685246195E8	20.301598524362042
9.700480895E8	17.410468509384522
9.714446005E8	20.99709282090228
9.718634975E8	2.9495120916419175
9.737468395E8	21.671045235715958
9.774544985E8	23.489833248631758
9.812211825E8	21.09465655061792
9.83105542E8	0.0
9.834553125E8	17.580490417380215
9.85337637E8	22.120164876381907
9.876671945E8	16.123097131586754
9.890351805E8	19.11609520167961
9.901225365E8	20.20407082503792
9.925212345E8	16.980948622577664
9.957658785E8	17.071814624691232
9.973638575E8	11.060046499593872
9.978858975E8	23.514883014168603
9.983728775E8	21.42399865910298
9.990314945E8	19.84413154522979
1.0007132195E9	21.16847195422992
1.003790889E9	20.025625954290806
1.005674231E9	17.368098842386466
1.0075879705E9	21.549526990895146
1.01039704E9	19.32224954796306
1.012280382E9	20.590644338246747
1.0151213385E9	20.62793367141041
1.018238724E9	10.676868247058424
1.020122066E9	17.73108817782395
1.0226547065E9	20.24980515455561
1.0264213905E9	21.717482889223383
1.0301880745E9	20.43670545883128
1.0339547585E9	18.87534257955695
1.0370261005E9	20.844986730626427
1.0389094425E9	18.600157012708358
1.0414881265E9	21.115633437570665
1.0433834215E9	4.151551558423726
1.0452667635E9	20.16228885273736
1.0490214945E9	19.759706276216324
1.0527881785E9	21.60342722905033
1.0565548625E9	23.55456069752943
1.0603215465E9	23.58733847711154
1.064026092E9	18.457768505230266
1.065909434E9	18.268051393195275
1.066430379E9	19.03222102311468
1.068313721E9	18.11407996180913
1.0698941215E9	12.055923030667469
1.0712999975E9	17.429870488402063
1.0730274745E9	8.501913633987483
1.0753882825E9	19.757632974938037
1.0778226E9	21.120027286518233
1.079705942E9	21.641015780463743
1.0829216505E9	15.309603699965292
1.0853788625E9	15.34223105015696
1.0866432905E9	16.007904534358154
1.0879527625E9	15.516817520443741
1.0898651325E9	18.990269858705005
1.0915730595E9	18.438350128795776
1.0921629455E9	21.100154971289616
1.0942217025E9	20.827133510327354
1.0979883865E9	20.080672384829604
1.1003286295E9	21.924416389433876
1.1022119715E9	20.412575483626238
1.1055217545E9	20.568764634780187
1.108075334E9	22.20821817195631
1.109958676E9	19.276729628249846
1.1130551225E9	22.543688167228026
1.1168194585E9	19.87188685043926
1.1187028005E9	0.0
1.1198641195E9	18.393986931277063
1.1217474615E9	18.986635824676544
1.123412222E9	21.411854005722986
1.125295564E9	8.872736514301046
1.1281218585E9	18.74511213635117
1.1318885425E9	23.607479885331557
1.13411238E9	19.14442377277641
1.1355781975E9	20.249462931829324
1.137121044E9	23.880195254667463
1.13840769E9	18.823824125174955
1.140291032E9	21.742355394504653
1.1431885945E9	21.165024529986937
1.146229175E9	18.237222196011707
1.1475237E9	16.168637419787167
1.1482498035E9	22.38600015929821
1.1507219625E9	19.30833067271957
1.1531187805E9	15.822940627213814
1.154779049E9	13.623039168598975
1.156148915E9	6.401661909984589
1.1582553305E9	19.734933262693037
1.1620220145E9	15.59518625615818
1.165006056E9	10.841616238513588
1.166889398E9	18.66554640622565
1.1693783385E9	19.70669644442577
1.1712616805E9	11.889540817139258
1.1733220665E9	16.6787415366185
1.1770887505E9	21.21396157384251
1.1808554345E9	17.74215599141238
1.18295572E9	21.27101615300683
1.184839062E9	17.52720500485043
1.1871227565E9	23.0907068750154
1.1890060985E9	20.858176973047307
1.1921554865E9	20.56973158200944
1.194208376E9	2.1807264078887725
1.196091718E9	17.755134326992938
1.1996888545E9	21.673186726570055
1.2034555385E9	19.491221973346804
1.205964286E9	19.766323078303365
1.207847628E9	22.158739023593903
1.2109889065E9	18.968952802482313
1.2143429055E9	18.90264225237462
1.2162262475E9	24.187670239126508
1.216801628E9	18.824081731350503
1.2172147425E9	21.454459582055012
1.217698548E9	18.081136623384022
1.219147923E9	11.516960666289743
1.220384764E9	20.95746237458194
1.2222889585E9	20.41606535262277
1.2246821905E9	21.288597933151827
1.2265655325E9	20.40502008697788
1.2298223265E9	19.154803263444386
1.2319288975E9	20.09444851367083
1.232929972E9	22.669967551355473
1.234590085E9	20.603466229581386
1.2357352285E9	23.96561801096894
1.2376185705E9	22.798693970132483
1.2411223785E9	22.374087545328926
1.24369572E9	3.904162806682007
1.245579062E9	18.89342047263254
1.2486557465E9	21.12975753381084
1.2524224305E9	19.760067434016236
1.2558304725E9	22.25934468326227
1.2577138145E9	19.162989471788205
1.2599557985E9	21.23422294842911
1.2637224825E9	15.97391013980123
1.266399777E9	19.7089232912934
1.268283119E9	18.118346491741004
1.2702648215E9	22.73321821717681
1.2721481635E9	19.676357549445353
1.2750225345E9	19.126031192967286
1.2787892185E9	20.771487809229765
1.2825559025E9	19.46109425956217
1.2863225865E9	21.648154766760864
1.2900892705E9	20.65290758605138
1.292905651E9	8.307986041239804
1.294788993E9	22.953282953661173
1.2976226385E9	22.108618829706188
1.3007819595E9	21.210956142720708
1.3026653015E9	25.933049592988954
1.3051560065E9	21.53988749220084
1.308125637E9	21.629116481065907
1.3099530335E9	19.305737778544017
1.310750087E9	19.17930956039618
1.311716273E9	19.088980922410283
1.313599615E9	18.600566286776708
1.3164560585E9	20.267396786015137
1.3183475355E9	28.233827439616604
1.318611917E9	14.105950797564565
1.320487124E9	19.90985681699358
1.3221606575E9	19.801806855579777
1.3240439995E9	17.32235494500358
1.3260730735E9	20.390079323384825
1.3279564155E9	4.548002420126081
1.3315227945E9	7.455563196537287
1.3352894785E9	14.767360511658667
1.3390561625E9	9.559843848553554
1.341349871E9	0.25174270995458764
1.343233213E9	14.713286948021166
1.3465895305E9	7.617333811425246
1.350223075E9	15.540298106027153
1.352106417E9	22.204836864916928
1.3541228985E9	18.542672172863266
1.3578895825E9	11.12576592686569
1.359988153E9	9.729891273082897
1.361871495E9	3.2763414651580023
1.3654229505E9	8.484500260232375
1.367348837E9	13.619250314902489
1.369232179E9	18.227982883549185
1.3724826175E9	10.78998430855761
1.3743659595E9	2.232266352098494
1.3767230025E9	5.847216321512831
1.37900384E9	5.880151407617696
1.380887182E9	9.204162688163628
1.383457576E9	4.325953838907207
1.385340918E9	10.167184467654277
1.387776858E9	13.225327634725168
1.3896602E9	15.20304672041566
1.391752518E9	20.74857234888982
1.39363586E9	8.248847926267281
1.3955423535E9	16.134772298877262
1.3974256955E9	2.863504051608843
1.399322655E9	10.311837458405188
1.401205997E9	4.3936170212765955
1.402779497E9	9.013219856579461
1.404662839E9	11.674935271026476
1.406187339E9	5.906821481247519
1.408070681E9	2.814064122232036
1.409581681E9	2.023485914438823
1.411465023E9	6.061020245894637
1.412955023E9	7.7722031205392055
1.414838365E9	11.12057975072119
1.416314865E9	12.200072098053353
1.4177770455E9	14.302854140533015
1.419618707E9	0.6805244288110652
1.4208732825E9	5.272376675331953
1.4227566245E9	2.2855830408073716
1.4239516245E9	7.764822134387352
1.4252805205E9	22.008941943224038
1.4270187905E9	6.8939625448742285
1.4281244605E9	5.333428819480822
1.4297276525E9	6.353756317857075
1.4310597705E9	9.266531403579963
1.4321072705E9	6.611672220101333
1.433901205E9	12.954336085318234
1.435017197E9	1.0514713261448914
1.435976007E9	4.827570600232625
1.437770491E9	23.079014917328845
1.4387844305E9	9.347946216515428
1.4396449305E9	7.530273678990318
1.4412610725E9	2.4374064698395825
1.4423727725E9	4.124911301386064
1.4431587725E9	7.197165706221334
1.4444460725E9	9.340119860251667
1.4458106145E9	6.980853381366881
1.4464626145E9	1.3413889463879114
1.4471649735E9	14.083332230189946
1.4484408745E9	13.743142341717997
1.4496218575E9	8.105545967311876
1.4502383575E9	11.620984921264776
1.4508763745E9	9.216886132070854
1.4520218745E9	6.207603857620421
1.4531303745E9	10.076597488577812
1.4538031995E9	14.714372346876894
1.4542691995E9	9.249477988515748
1.4550418745E9	3.362043389579084
1.4559046405E9	10.131247639430946
1.4567389065E9	2.716721253773371
1.4574303075E9	6.301742299864436
1.4578326605E9	10.463102021784744
1.4583377155E9	5.121368124774726
1.4590933185E9	2.4992429987804643
1.459836676E9	6.436481942836377
1.4605650305E9	0.7006940537492196
1.46119996E9	12.422059127558404
1.46155196E9	10.868537666174298
1.4619770275E9	8.213810805358468
1.4626570315E9	9.833157736303432
1.4633240355E9	14.561382985756577
1.4639475355E9	6.476521043212254
1.4645250355E9	4.173962314460937
1.465026306E9	1.6889262207607192
1.465306447E9	0.6100420497469888
1.4656521245E9	1.4272869789745481
1.466191361E9	0.6923507191631556
1.466707608E9	0.7903748775804057
1.4672094255E9	14.66654653219844
1.467686418E9	2.9566414315209912
1.4681478745E9	4.662016090050682
1.4686029165E9	13.405160650043419
1.4689173775E9	0.7860040660412622
1.469136474E9	1.3245828802966184
1.46947457E9	4.642507160316104
1.4698911115E9	9.35802788449739
1.470303225E9	0.807839856312796
1.4707061795E9	7.425106124924197
1.4711037095E9	8.895043731778426
1.4714859995E9	19.77678437651903
1.4718500525E9	9.415161302580081
1.4722012425E9	7.88005428755855
1.4725402275E9	16.04387234748446
1.47274088E9	11.766462613695507
1.472908492E9	20.776546724751025
1.4732100395E9	21.598352032075084
1.473541107E9	7.022453244735009
1.473869051E9	0.4770075117110624
1.4741950565E9	4.478839638987303
1.4745184665E9	8.695983379501385
1.474825521E9	2.539484957344608
1.4751180275E9	14.604349641853755
1.47540839E9	6.415127647808198
1.475695139E9	14.203763213382802
1.4759802585E9	6.453532955997809
1.4762637585E9	8.541822041190981
1.4764724435E9	0.07092998498739439
1.476613217E9	0.0934404740477815
1.476820649E9	15.071455152237341
1.4770869925E9	9.285069701663412
1.47734567E9	2.3460160916893718
1.4775968475E9	2.9985207100591715
1.4778442205E9	0.0
1.4780885935E9	5.757518733828421
1.478322013E9	5.597727272727273
1.478542147E9	4.397346141322045
1.4787578105E9	0.027372920163540794
1.4789716245E9	6.387698042870457
1.4791834895E9	0.30851295449597216
1.479393952E9	6.344694911201444
1.479601761E9	5.377825213460572
1.479807114E9	14.746504951787008
1.480011556E9	6.4357948374120015
1.480210152E9	3.48290406358009
1.480309867E9	4.675874769797422
1.480410536E9	9.750209555741828
1.480604181E9	1.018740247168872
1.4807960345E9	0.7346318955698975
1.4809875655E9	14.004161901806325
1.4811785945E9	12.760756447640347
1.4813689155E9	9.738095238095237
1.4815581185E9	8.464925875346072
1.481744339E9	0.0
1.4819283565E9	6.191331923890063
1.482110815E9	0.06626542729569772
1.4822910125E9	13.272014475271412
1.4824702515E9	0.22362099458285173
1.4826492515E9	1.3693065876102106
1.482826747E9	5.1352385879671285
1.4830019085E9	0.005671469386358668
1.4831760745E9	11.513310018514709
1.4833498215E9	16.537585421412302
1.4835230685E9	0.5678944642476312
1.483695018E9	0.7125808176559234
1.48386552E9	0.1504240233560406
1.4840120345E9	0.03206959900789936
1.4840960915E9	0.0
1.484200552E9	3.6193624013564145
1.4843639175E9	2.502176889068426
1.484525558E9	14.19872391230192
1.4846856985E9	11.6704700197132
1.484845447E9	9.34375595805529
1.4850036955E9	0.3085704093462945
1.4851601785E9	4.790294597464028
1.4853153435E9	0.14739155730816472
1.4854690065E9	1.6845051639859352
1.4856214875E9	0.408261984230639
1.48577251E9	0.14899075463478387
1.485921701E9	0.07078295827103401
1.486069029E9	2.582714420358153
1.4862152755E9	11.54043968599123
1.486358319E9	0.3422584261255761
1.4864977755E9	10.516534969664972
1.4866360005E9	3.5435499308731258
1.4867727255E9	4.888952100321406
1.48690823E9	0.0016269405676650462
1.4870422705E9	1.140958765544735
1.487175276E9	0.025195655255006433
1.4873076115E9	1.0543262961967612
1.487438976E9	8.326063465661898
1.487569754E9	0.5240434391725006
1.487699834E9	0.6657675882220724
1.4878024075E9	0.21801065279326148
1.4878669075E9	0.6229646859801227
1.4879581345E9	5.037474332648871
1.4880870475E9	0.881183320275232
1.488215313E9	0.4756478554365782
1.488342982E9	17.453478875030964
1.488469797E9	4.198895027624309
1.488595719E9	0.09009524900265323
1.488720578E9	0.0
1.4888435135E9	3.1673314881146206
1.4889645135E9	0.2599980726606919
1.4890836905E9	0.07402777218293041
1.4892017335E9	1.848356326622067
1.4893190995E9	0.29747375473236465
1.489435056E9	2.5920710301184973
1.4895490925E9	5.606891151135474
1.4896621725E9	3.385905198667192
1.4897746275E9	1.03125598205193
1.4898865215E9	0.008800115304353802
1.489998264E9	6.420274551214361
1.4901095675E9	0.03978953430538468
1.4902193155E9	13.665960640639113
1.490327346E9	2.3369847218218505
1.4904336285E9	35.19283459552258
1.490538307E9	3.68407148068165E-4
1.4906421835E9	21.805607476635515
1.490744471E9	0.23284326843507222
1.4908455605E9	10.44535951853025
1.4909457125E9	6.304160067216541E-4
1.4910448645E9	2.9344677600399103
1.4911434675E9	0.10230527233743274
1.491241309E9	0.009610764336988362
1.4913381475E9	0.10380326713483853
1.4914340935E9	0.03697771204558784
1.491529762E9	0.1458811982979884
1.4915922245E9	6.138107416879795
1.4916397245E9	0.0
1.491719761E9	0.010080581501374171
1.491814071E9	0.012372266416366887
1.4919081355E9	0.002203390444011474
1.492001913E9	4.868392932394197
1.492094934E9	1.1117456035171862
1.492186973E9	9.345023149136211E-4
1.492278363E9	0.0028269383668541475
1.492369289E9	6.031540469973891
1.4924600215E9	0.0
1.4925506495E9	2.2231128880588673
1.492640991E9	4.6151570934062365
1.492730352E9	0.03867104791942851
1.4928189615E9	25.226837060702877
1.4929074865E9	0.3620453507837468
1.4929958815E9	2.1601837870885863
1.493083867E9	5.170004171881518
1.49317108E9	14.034665939318371
1.4932578505E9	1.7196486922990246
1.4933445515E9	3.1793195842806106
1.4934308735E9	12.785622040464917
1.4935165205E9	3.3001749296015017
1.493601754E9	0.004889236135576691
1.4936868405E9	0.7191040070388972
1.4937708405E9	6.517357222844345
1.4938528405E9	3.2304620650313747
1.4939334965E9	0.02116508424587043
1.494013536E9	13.15438613959972
1.4940931735E9	3.374358291144862
1.494172662E9	7.2487756893240105
1.4942520195E9	6.457457111420186
1.494330266E9	10.815437215315223
1.4944070245E9	0.06848025168118568
1.4944831845E9	2.6980926910982457
1.494558901E9	2.800720885930868
1.4946342225E9	3.684201151542647
1.4947092295E9	0.0
1.4947838015E9	0.5012031372180514
1.4948579965E9	0.17502792482152396
1.494931878E9	4.719844320491701
1.4950050725E9	5.825744397830758
1.4950776565E9	13.082942097026605
1.495150197E9	0.02852580077365408
1.495222726E9	0.7205172296703576
1.495294851E9	10.112846028586937
1.4953521325E9	0.058915417834965296
1.495387989E9	1.032409892133649
1.495438073E9	0.02534141725055206
1.495508772E9	1.1390415734781865E-4
1.49557855E9	1.1936124240378123
1.4956478625E9	2.140408924098561
1.49571656E9	0.03511765332828062
1.4957846955E9	0.0
1.495851637E9	2.316546762589928
1.4959172985E9	3.264542675497862
1.4959827275E9	0.05663314304006829
1.4960479565E9	0.0021244765461822597
1.496112885E9	21.214851655349705
1.4961773285E9	2.822158993086075
1.496241306E9	0.0
1.496304546E9	0.0010299177079649553
1.496367105E9	2.3956101560504846
1.4964293385E9	0.5332368363556915
1.4964912555E9	1.6116866314839118
1.4965529165E9	1.6358702014665658
1.4966140635E9	5.437782412234967
1.496674755E9	2.9059924570470734
1.4967349575E9	0.0
1.4967945915E9	0.09078024229392315
1.4968538115E9	2.298570400082279
1.4969127855E9	16.676470588235293
1.496971478E9	2.867210069363983
1.4970296965E9	25.838012823462
1.497087545E9	3.6194812403426395
1.4971451485E9	0.08540285425328689
1.49720257E9	0.025667823817613313
1.4972598805E9	1.068407633759514
1.4973171385E9	0.16083674972882628
1.4973743525E9	12.02922288882632
1.497431505E9	2.2039058012636414
1.4974886085E9	2.367770425177157
1.4975456595E9	9.110149188980742
1.4976022535E9	11.645569620253164
1.4976583475E9	1.1456166419019316
1.4977143475E9	2.144677614946663
1.497770018E9	0.2590042490283323
