#Position (bp)	insert size	chromosomes
1.07116429E8	56.93290266026374	217.56436420722136
1.08999771E8	42.880110833277016	0.0
1.111171785E8	50.36726567912928	0.0
1.148838625E8	48.19791333471316	217.56436420722136
1.186505465E8	45.49406022164542	0.0
1.224172305E8	62.96780714572339	0.0
1.261839145E8	54.6178769467952	217.56436420722136
1.29561981E8	55.496987666782324	0.0
1.313743185E8	67.94052520816177	0.0
1.31762936E8	56.06852035749752	217.56436420722136
1.33429936E8	48.79025019572385	0.0
1.35313278E8	52.80395299145299	0.0
1.374839665E8	54.63565500688451	217.56436420722136
1.40900476E8	55.29725431357839	0.0
1.42783818E8	38.70549934420086	0.0
1.450173345E8	49.678722013839774	217.56436420722136
1.487840185E8	56.55800516835731	0.0
1.525507025E8	46.989645198281615	0.0
1.563173865E8	50.24204324586977	217.56436420722136
1.600840705E8	48.674760827029026	0.0
1.638507545E8	50.18291051236981	0.0
1.676174385E8	48.1757250309076	217.56436420722136
1.70006712E8	55.34597899859137	0.0
1.71890054E8	54.58669338204962	0.0
1.751508065E8	52.68945943438399	217.56436420722136
1.77177396E8	38.06480743691899	0.0
1.79060738E8	40.94088992013537	0.0
1.826841745E8	48.98130888079387	217.56436420722136
1.864508585E8	47.53341265119968	0.0
1.886392405E8	47.17955257983952	0.0
1.905225825E8	43.853060167653815	217.56436420722136
1.939842265E8	51.07644469571538	0.0
1.977509105E8	52.153712325015704	0.0
2.015175945E8	49.27366636788811	217.56436420722136
2.052842785E8	48.01830827865786	0.0
2.08575645E8	50.325944491991685	0.0
2.10458987E8	46.004551863041286	217.56436420722136
2.128176465E8	46.56991837836715	0.0
2.14985376E8	42.46421576013259	0.0
2.16868718E8	47.167970339557804	217.56436420722136
2.203510145E8	45.0543204264639	0.0
2.232045515E8	43.29168901869623	0.0
2.250878935E8	40.63651992060116	217.56436420722136
2.278843825E8	46.76394740331943	0.0
2.316510665E8	43.69844080883042	0.0
2.354177505E8	53.33631424139422	217.56436420722136
2.391844345E8	44.63815523945464	0.0
2.429511185E8	45.74374933219361	0.0
2.467178025E8	40.02949783317696	217.56436420722136
2.49194335E8	44.83498780613472	0.0
2.51077677E8	27.962843784899018	0.0
2.542511705E8	42.97391782944156	217.56436420722136
2.580178545E8	38.035559088500264	0.0
2.61538386E8	56.04949208451514	0.0
2.63421728E8	40.909305727467085	217.56436420722136
2.65043728E8	47.634891002366636	0.0
2.6692707E8	59.52028152197819	0.0
2.693179065E8	48.59574032798182	217.56436420722136
2.717321685E8	45.63070499126044	0.0
2.736155105E8	38.30515031662668	0.0
2.756930105E8	43.19827039221676	217.56436420722136
2.772252095E8	38.69526821409392	0.0
2.783834735E8	25.411560943927256	0.0
2.789568265E8	24.635568513119534	217.56436420722136
2.808401685E8	79.18186375885192	0.0
2.841337855E8	37.30325724298505	0.0
2.860171275E8	54.164754513244475	217.56436420722136
2.881513265E8	46.33192767954557	0.0
2.919180105E8	46.99625624684393	0.0
2.956113115E8	44.26424951725625	217.56436420722136
2.974946535E8	43.66991255961844	0.0
2.994513785E8	83.70712459275988	0.0
3.018711055E8	28.524124367075366	217.56436420722136
3.037544475E8	43.128005315935724	0.0
3.069847465E8	49.472630964672085	0.0
3.107514305E8	46.37580603343732	217.56436420722136
3.143364865E8	51.08033256718027	0.0
3.162198285E8	62.13535677255161	0.0
3.182847985E8	45.37565578263253	217.56436420722136
3.21294614E8	50.62041038304377	0.0
3.23177956E8	38.08179260450161	0.0
3.25388527E8	48.29101361911141	217.56436420722136
3.27271869E8	55.91535779750566	0.0
3.295848505E8	42.169466876230736	0.0
3.333515345E8	47.384865257236186	217.56436420722136
3.371182185E8	50.38053740014524	0.0
3.408849025E8	49.55041487553734	0.0
3.446515865E8	50.75886832006514	217.56436420722136
3.484182705E8	49.99240479350532	0.0
3.521849545E8	50.00160319902702	0.0
3.559516385E8	44.32568538050604	217.56436420722136
3.597183225E8	43.400745447171744	0.0
3.634850065E8	30.819690188867266	0.0
3.672516905E8	41.16776733301602	217.56436420722136
3.710183745E8	46.16041079235326	0.0
3.747850585E8	51.996392225949734	0.0
3.77416187E8	48.98590612295183	217.56436420722136
3.79299529E8	49.509523957010565	0.0
3.809707145E8	43.120974139298745	0.0
3.823972095E8	35.038009003478614	217.56436420722136
3.837449215E8	53.102989679753165	0.0
3.860851105E8	44.73830892581222	0.0
3.88047942E8	22.972758229284903	217.56436420722136
3.89931284E8	45.62562470655746	0.0
3.936184785E8	51.00282212617921	0.0
3.973851625E8	44.14036260818065	217.56436420722136
4.011518465E8	46.490341821942344	0.0
4.049185305E8	46.44534194419008	0.0
4.086852145E8	45.47935344787705	217.56436420722136
4.124518985E8	49.54007403773248	0.0
4.162185825E8	22.50248174028444	0.0
4.199852665E8	39.55471711115705	217.56436420722136
4.237519505E8	43.173485518565215	0.0
4.275186345E8	46.018908166648245	0.0
4.312853185E8	40.26201140757708	217.56436420722136
4.350520025E8	41.511490947816824	0.0
4.388186865E8	51.86807607354924	0.0
4.425853705E8	48.48714882308276	217.56436420722136
4.446755915E8	48.27318818968088	0.0
4.465589335E8	56.561837636739085	0.0
4.501187385E8	50.272639390406866	217.56436420722136
4.538854225E8	42.38515674984005	0.0
4.576521065E8	47.79758064516129	0.0
4.60959575E8	42.90643744718578	217.56436420722136
4.62842917E8	78.30840973759089	0.0
4.635117425E8	63.0876728449544	0.0
4.653950845E8	51.899944188910915	217.56436420722136
4.68541234E8	44.32289596710277	0.0
4.70424576E8	48.50637631784909	0.0
4.727188425E8	52.53803790530745	217.56436420722136
4.74870115E8	36.97638584403382	0.0
4.767439775E8	40.22373559539052	0.0
4.78359389E8	22.21698113207547	217.56436420722136
4.802522105E8	47.70571361487969	0.0
4.83689518E8	49.481911699062614	0.0
4.8557286E8	48.43525128835516	217.56436420722136
4.862368535E8	46.322687427205295	0.0
4.881067875E8	47.28473102277616	0.0
4.896555125E8	45.98023360287511	217.56436420722136
4.911810125E8	42.55575324062307	0.0
4.930643545E8	44.69391012523533	0.0
4.935384685E8	62.25655355954757	217.56436420722136
4.954218105E8	45.33183116601871	0.0
4.990856305E8	50.92072305724058	0.0
5.028523145E8	51.94007441409015	217.56436420722136
5.066189985E8	53.09214828227957	0.0
5.103856825E8	40.77160075494247	0.0
5.130466785E8	53.21006037123806	217.56436420722136
5.149300205E8	49.29745959330097	0.0
5.163952645E8	81.62126648031166	0.0
5.182786065E8	49.721085882279354	217.56436420722136
5.20965284E8	78.54779402543329	0.0
5.22848626E8	45.84665286404417	0.0
5.254524185E8	47.87596201494726	217.56436420722136
5.292191025E8	41.088472797012216	0.0
5.329857865E8	40.81311650226606	0.0
5.35029338E8	38.12055664801089	217.56436420722136
5.3691268E8	46.95877970286117	0.0
5.405191545E8	48.7432139160629	0.0
5.44240468E8	48.39779961318288	217.56436420722136
5.4612381E8	59.67855695176328	0.0
5.480525225E8	40.802548437772735	0.0
5.518192065E8	49.35874317960984	217.56436420722136
5.555858905E8	46.3828011902847	0.0
5.58625207E8	42.60400639424518	0.0
5.60508549E8	42.367677638585995	217.56436420722136
5.631192585E8	49.43462218942539	0.0
5.668859425E8	46.4251942224612	0.0
5.69000233E8	42.56095481670929	217.56436420722136
5.70883575E8	46.137627173887736	0.0
5.73468742E8	38.08273351188483	0.0
5.752691035E8	54.03004754999494	217.56436420722136
5.76219672E8	54.07267633487146	0.0
5.781859945E8	41.65505122111948	0.0
5.819526785E8	39.881991224605265	217.56436420722136
5.857193625E8	41.38322336398053	0.0
5.894860465E8	51.82126610077911	0.0
5.932527305E8	63.17540394681232	217.56436420722136
5.970194145E8	42.43413779155993	0.0
5.98951926E8	72.58957038638206	0.0
6.001632245E8	42.39736885380694	217.56436420722136
6.01997397E8	32.37085927770859	0.0
6.02823052E8	36.85639370713998	0.0
6.0332906E8	61.40206767733808	217.56436420722136
6.050587905E8	46.897074942845514	0.0
6.068515305E8	52.686679052182136	0.0
6.087348725E8	59.8224663573929	217.56436420722136
6.120861505E8	44.98824759364072	0.0
6.150565535E8	40.01344692369088	0.0
6.169398955E8	51.64954100632199	217.56436420722136
6.194423305E8	34.444193999689105	0.0
6.213256725E8	75.82841043351813	0.0
6.2231967E8	40.916663144101115	217.56436420722136
6.24203012E8	77.41284005701183	0.0
6.271528865E8	42.56131850295971	0.0
6.306976955E8	49.22179666073233	217.56436420722136
6.325810375E8	40.82288510836635	0.0
6.346862545E8	46.94391992478258	0.0
6.371886395E8	45.78505781203676	217.56436420722136
6.390719815E8	44.77806833828958	0.0
6.422196225E8	45.511215732170086	0.0
6.459863065E8	45.00624647224836	217.56436420722136
6.479243085E8	25.331097079715864	0.0
6.498076505E8	43.943927265540076	0.0
6.528595015E8	47.98534679257571	217.56436420722136
6.547428435E8	39.9437941737407	0.0
6.56251923E8	40.76109775074268	0.0
6.58135265E8	45.29528085741085	217.56436420722136
6.59475168E8	38.729134063641105	0.0
6.599226355E8	38.78634262710601	0.0
6.604039105E8	47.99975092159011	217.56436420722136
6.61839785E8	54.70145179793504	0.0
6.648197265E8	49.465250851838796	0.0
6.681355135E8	53.60296135444382	217.56436420722136
6.700188555E8	43.33244054865676	0.0
6.715351135E8	44.55062288765164	0.0
6.728611785E8	35.9922598654993	217.56436420722136
6.736791595E8	55.25233986768696	0.0
6.745003555E8	51.99896523971947	0.0
6.75816132E8	40.73469059306349	217.56436420722136
6.77435555E8	49.57625474111317	0.0
6.798864625E8	47.95551654074527	0.0
6.818510355E8	42.15827837556404	217.56436420722136
6.837343775E8	37.48750953358756	0.0
6.874198305E8	47.1468660213674	0.0
6.90340413E8	47.62962698554346	217.56436420722136
6.92223755E8	52.96270131699967	0.0
6.934782645E8	28.425150717500212	0.0
6.947381725E8	44.73377180440377	217.56436420722136
6.962131065E8	51.84125675291442	0.0
6.987198825E8	52.03853399126463	0.0
7.024865665E8	57.0804877492184	217.56436420722136
7.046052905E8	39.30187408133268	0.0
7.04962553E8	38.66417039486481	0.0
7.06585573E8	44.85562649372216	217.56436420722136
7.081116525E8	35.605839416058394	0.0
7.100199345E8	39.979451977080615	0.0
7.13064809E8	50.54358942952506	217.56436420722136
7.14948151E8	49.180925140083936	0.0
7.16414329E8	48.497212777276616	0.0
7.18297671E8	40.52894039885008	217.56436420722136
7.213199865E8	52.37672079296905	0.0
7.250866705E8	46.380683552029296	0.0
7.27711855E8	30.336655592469548	217.56436420722136
7.29595197E8	57.81886323268206	0.0
7.326200385E8	46.30561488655044	0.0
7.35474039E8	38.36380577699555	217.56436420722136
7.37357381E8	46.87700837293505	0.0
7.401534065E8	42.962613811167	0.0
7.42275044E8	42.56530383994035	217.56436420722136
7.44158386E8	27.92916992238773	0.0
7.471764995E8	47.983080513418905	0.0
7.490598415E8	60.79058785214134	217.56436420722136
7.514534585E8	44.89720624238089	0.0
7.552201425E8	45.11240200721469	0.0
7.578793465E8	48.42357086694429	217.56436420722136
7.597626885E8	44.35033106887953	0.0
7.627535105E8	44.022114809188416	0.0
7.654055305E8	38.16809549202182	217.56436420722136
7.672888725E8	32.931616766467066	0.0
7.702868785E8	49.038046336402665	0.0
7.739557755E8	67.20664101681213	217.56436420722136
7.758391175E8	24.39206712433257	0.0
7.769674385E8	48.816682943643364	0.0
7.788507805E8	47.248861258155856	217.56436420722136
7.815869305E8	50.96587437311454	0.0
7.851199655E8	48.72947705851394	0.0
7.870033075E8	47.78598107569721	217.56436420722136
7.891202985E8	50.80603686635945	0.0
7.912526495E8	48.05325562700965	0.0
7.931359915E8	43.90339345418155	217.56436420722136
7.961114915E8	50.02743633105328	0.0
7.979948335E8	35.348600414691944	0.0
8.004203505E8	51.09390163356964	217.56436420722136
8.041870345E8	51.02265300877483	0.0
8.079537185E8	48.28365836891237	0.0
8.104424105E8	51.67604201965435	217.56436420722136
8.123257525E8	48.48666988520545	0.0
8.14765446E8	55.477270756870794	0.0
8.16648788E8	47.11293498055815	217.56436420722136
8.192537705E8	56.14426952141058	0.0
8.230204545E8	43.68962844061799	0.0
8.267871385E8	40.57997767245094	217.56436420722136
8.29050486E8	43.421309703911824	0.0
8.30933828E8	52.059626387261325	0.0
8.343205065E8	46.95744173242797	217.56436420722136
8.380871905E8	49.84276949595105	0.0
8.417711155E8	40.92183513949264	0.0
8.436544575E8	46.30344241393965	217.56436420722136
8.456205585E8	50.03345405278653	0.0
8.48102355E8	49.712649539125316	0.0
8.49985697E8	62.100768341606035	217.56436420722136
8.531539265E8	46.07388416837582	0.0
8.569206105E8	43.74059967792234	0.0
8.597303395E8	31.556465071922435	217.56436420722136
8.60838373E8	45.38920774828328	0.0
8.61795328E8	51.207247284427844	0.0
8.644539785E8	51.13923725328947	217.56436420722136
8.6714817E8	71.08467639247644	0.0
8.69031512E8	39.75961930076526	0.0
8.719873465E8	48.21880144549287	217.56436420722136
8.757540305E8	54.32728108921231	0.0
8.795207145E8	51.39024849075642	0.0
8.83064038E8	49.48586182259077	217.56436420722136
8.8494738E8	33.040450683413376	0.0
8.870540825E8	37.685053369195	0.0
8.908207665E8	41.67744763856324	217.56436420722136
8.94093564E8	45.42356906896784	0.0
8.956153455E8	52.44728945789158	0.0
8.96109232E8	54.081765087605454	217.56436420722136
8.97100687E8	43.46356179881211	0.0
8.98984029E8	42.796751646804445	0.0
9.021208185E8	42.2176726147191	217.56436420722136
9.058875025E8	40.043919843016	0.0
9.096541865E8	48.00997773855664	0.0
9.134208705E8	41.81661612515042	217.56436420722136
9.16819397E8	43.49051740011048	0.0
9.18702739E8	47.396362388469456	0.0
9.209542385E8	53.03171532418806	217.56436420722136
9.24115581E8	49.73792204227285	0.0
9.25998923E8	42.870901981753164	0.0
9.266727335E8	39.95717199184229	217.56436420722136
9.285560755E8	48.79837160997022	0.0
9.322542905E8	53.7740810495906	0.0
9.360209745E8	43.97853202559304	217.56436420722136
9.397876585E8	42.71729827017298	0.0
9.424939575E8	47.936708860759495	0.0
9.443772995E8	82.89332445064382	217.56436420722136
9.45823489E8	41.372372968892776	0.0
9.47706831E8	44.63163591754264	0.0
9.507062095E8	42.12109864174935	217.56436420722136
9.525895515E8	45.023412753064314	0.0
9.548543945E8	46.74438976814292	0.0
9.586210785E8	49.83446230309832	217.56436420722136
9.623877625E8	43.49618810992603	0.0
9.661544465E8	47.000810743210025	0.0
9.685246195E8	44.38182104724006	217.56436420722136
9.700480895E8	38.55295977516248	0.0
9.714446005E8	46.8125	0.0
9.718634975E8	27.57758620689655	217.56436420722136
9.737468395E8	49.82718194134872	0.0
9.774544985E8	47.9643089946334	0.0
9.812211825E8	60.348508211339826	217.56436420722136
9.83105542E8	126.33333333333333	0.0
9.834553125E8	35.7049423504821	0.0
9.85337637E8	34.29873167878943	217.56436420722136
9.876671945E8	51.198715120767616	0.0
9.890351805E8	45.60204591649728	0.0
9.901225365E8	28.34744942832014	217.56436420722136
9.925212345E8	38.84430766368471	0.0
9.957658785E8	43.87281571738925	0.0
9.973638575E8	33.779428571428575	217.56436420722136
9.978858975E8	34.04274919035624	0.0
9.983728775E8	42.20520658712159	0.0
9.990314945E8	54.906778961274874	217.56436420722136
1.0007132195E9	45.88357387415429	0.0
1.003790889E9	48.90604504364801	0.0
1.005674231E9	42.33192488262911	217.56436420722136
1.0075879705E9	38.346053657135826	0.0
1.01039704E9	40.68664527383542	0.0
1.012280382E9	64.77563440889044	217.56436420722136
1.0151213385E9	45.4111833550065	0.0
1.018238724E9	37.95806739169193	0.0
1.020122066E9	47.498436971949985	217.56436420722136
1.0226547065E9	46.62638520542563	0.0
1.0264213905E9	39.242461946829245	0.0
1.0301880745E9	44.93164074896858	217.56436420722136
1.0339547585E9	50.679339746602345	0.0
1.0370261005E9	45.32601275412511	0.0
1.0389094425E9	50.1176811886683	217.56436420722136
1.0414881265E9	39.85692665650867	0.0
1.0433834215E9	30.25897435897436	0.0
1.0452667635E9	53.38156471781007	217.56436420722136
1.0490214945E9	45.29612613739967	0.0
1.0527881785E9	42.76456776549951	0.0
1.0565548625E9	41.233804755130315	217.56436420722136
1.0603215465E9	39.419474098111706	0.0
1.064026092E9	54.851863934280374	0.0
1.065909434E9	50.94482090997096	217.56436420722136
1.066430379E9	45.589984284075946	0.0
1.068313721E9	44.593675863098696	0.0
1.0698941215E9	19.458823529411763	217.56436420722136
1.0712999975E9	26.314717822511096	0.0
1.0730274745E9	27.801899063475545	0.0
1.0753882825E9	52.29516233532503	217.56436420722136
1.0778226E9	28.08085518855847	0.0
1.079705942E9	52.01453809139204	0.0
1.0829216505E9	41.80982056361244	217.56436420722136
1.0853788625E9	24.318744200433034	0.0
1.0866432905E9	29.53721085496603	0.0
1.0879527625E9	42.55543485640573	217.56436420722136
1.0898651325E9	51.611731021380216	0.0
1.0915730595E9	43.62176852711123	0.0
1.0921629455E9	31.202590291671054	217.56436420722136
1.0942217025E9	45.23297241603702	0.0
1.0979883865E9	42.458533044397235	0.0
1.1003286295E9	23.17675570874623	217.56436420722136
1.1022119715E9	42.54543017615522	0.0
1.1055217545E9	40.07383272783192	0.0
1.108075334E9	36.3179835598054	217.56436420722136
1.109958676E9	56.73093164239426	0.0
1.1130551225E9	45.298939964832954	0.0
1.1168194585E9	37.30381244342029	217.56436420722136
1.1187028005E9	0.0	0.0
1.1198641195E9	41.96598043248851	0.0
1.1217474615E9	46.000983119125266	217.56436420722136
1.123412222E9	43.06288070825924	0.0
1.125295564E9	80.04736556587781	0.0
1.1281218585E9	46.50404744457131	217.56436420722136
1.1318885425E9	35.51280182727866	0.0
1.13411238E9	44.75695029486099	0.0
1.1355781975E9	47.85458255482348	217.56436420722136
1.137121044E9	38.12346791636626	0.0
1.13840769E9	37.59498687951017	0.0
1.140291032E9	39.81693648816937	217.56436420722136
1.1431885945E9	44.81913812154696	0.0
1.146229175E9	56.5904239927831	0.0
1.1475237E9	47.86352279825109	217.56436420722136
1.1482498035E9	49.70864701516276	0.0
1.1507219625E9	59.02095862821338	0.0
1.1531187805E9	43.513902805611224	217.56436420722136
1.154779049E9	39.106559992146664	0.0
1.156148915E9	37.01437401178669	0.0
1.1582553305E9	47.706596615147916	217.56436420722136
1.1620220145E9	35.72481279782165	0.0
1.165006056E9	40.76178266178266	0.0
1.166889398E9	32.568292569731284	217.56436420722136
1.1693783385E9	45.37169915749339	0.0
1.1712616805E9	54.35462153149185	0.0
1.1733220665E9	47.26294973697347	217.56436420722136
1.1770887505E9	43.489467472551055	0.0
1.1808554345E9	43.74790902904309	0.0
1.18295572E9	55.515655199072285	217.56436420722136
1.184839062E9	51.570594598627274	0.0
1.1871227565E9	42.23880244471346	0.0
1.1890060985E9	44.47934096227201	217.56436420722136
1.1921554865E9	45.528125180660204	0.0
1.194208376E9	70.5386965376782	0.0
1.196091718E9	49.87311917142523	217.56436420722136
1.1996888545E9	51.63922065735429	0.0
1.2034555385E9	46.90791366906475	0.0
1.205964286E9	50.84331040729105	217.56436420722136
1.207847628E9	47.57231806079432	0.0
1.2109889065E9	36.727461665800696	0.0
1.2143429055E9	40.752012016978114	217.56436420722136
1.2162262475E9	51.98118510422359	0.0
1.216801628E9	78.38967387153441	0.0
1.2172147425E9	44.72949252693778	217.56436420722136
1.217698548E9	52.4251057200089	0.0
1.219147923E9	34.848664903542804	0.0
1.220384764E9	25.38101265822785	217.56436420722136
1.2222889585E9	48.25734712254755	0.0
1.2246821905E9	44.52589752805399	0.0
1.2265655325E9	44.91685368985754	217.56436420722136
1.2298223265E9	51.57028435463061	0.0
1.2319288975E9	52.38673095205758	0.0
1.232929972E9	45.56450728258882	217.56436420722136
1.234590085E9	44.51667720679736	0.0
1.2357352285E9	35.430059523809526	0.0
1.2376185705E9	40.327942127204224	217.56436420722136
1.2411223785E9	39.537799542931765	0.0
1.24369572E9	25.385878489326764	0.0
1.245579062E9	40.612261377951484	217.56436420722136
1.2486557465E9	47.056671334621456	0.0
1.2524224305E9	48.43366395065489	0.0
1.2558304725E9	44.99287561606402	217.56436420722136
1.2577138145E9	53.99764150943396	0.0
1.2599557985E9	43.42182182367833	0.0
1.2637224825E9	62.76382183707519	217.56436420722136
1.266399777E9	47.743729412018	0.0
1.268283119E9	49.96192559055622	0.0
1.2702648215E9	49.14150002821724	217.56436420722136
1.2721481635E9	44.81148143200641	0.0
1.2750225345E9	49.78888669399312	0.0
1.2787892185E9	50.123847339198214	217.56436420722136
1.2825559025E9	43.31101944350224	0.0
1.2863225865E9	48.931653825358204	0.0
1.2900892705E9	43.373682249545226	217.56436420722136
1.292905651E9	49.00530024784258	0.0
1.294788993E9	36.77698766455893	0.0
1.2976226385E9	38.421571916253924	217.56436420722136
1.3007819595E9	38.48616512393614	0.0
1.3026653015E9	47.14487223347983	0.0
1.3051560065E9	43.75006375057376	217.56436420722136
1.308125637E9	40.123708296427516	0.0
1.3099530335E9	44.67975199163693	0.0
1.310750087E9	62.96167763157895	217.56436420722136
1.311716273E9	51.093794798279745	0.0
1.313599615E9	24.841720103774048	0.0
1.3164560585E9	44.3666170533087	217.56436420722136
1.3183475355E9	42.755917159763314	0.0
1.318611917E9	58.92997038310882	0.0
1.320487124E9	47.0411634566577	217.56436420722136
1.3221606575E9	47.23289777094543	0.0
1.3240439995E9	49.42077790873884	0.0
1.3260730735E9	42.7073599598091	217.56436420722136
1.3279564155E9	22.491162790697675	0.0
1.3315227945E9	25.75649516046867	0.0
1.3352894785E9	22.638385802844294	217.56436420722136
1.3390561625E9	24.536314655172415	0.0
1.341349871E9	19.084804458086325	0.0
1.343233213E9	35.04879480192832	217.56436420722136
1.3465895305E9	46.135274876015615	0.0
1.350223075E9	25.453575335832273	0.0
1.352106417E9	43.32509476876422	217.56436420722136
1.3541228985E9	36.6309862508184	0.0
1.3578895825E9	24.423768512846383	0.0
1.359988153E9	22.161165549252193	217.56436420722136
1.361871495E9	25.426982418371008	0.0
1.3654229505E9	27.28765323992995	0.0
1.367348837E9	25.082833133253303	217.56436420722136
1.369232179E9	36.697976878612714	0.0
1.3724826175E9	26.634437561720084	0.0
1.3743659595E9	49.58244829513695	217.56436420722136
1.3767230025E9	23.96127870328681	0.0
1.37900384E9	24.11060948081264	0.0
1.380887182E9	65.51972630659485	217.56436420722136
1.383457576E9	21.276507276507278	0.0
1.385340918E9	34.73724763483858	0.0
1.387776858E9	25.348138781316685	217.56436420722136
1.3896602E9	56.99815088757396	0.0
1.391752518E9	41.77783375854898	0.0
1.39363586E9	19.523809523809526	217.56436420722136
1.3955423535E9	23.591057899167524	0.0
1.3974256955E9	24.07335907335907	0.0
1.399322655E9	32.504015205512	217.56436420722136
1.401205997E9	20.142857142857142	0.0
1.402779497E9	29.368772134090136	0.0
1.404662839E9	22.544747081712064	217.56436420722136
1.406187339E9	64.79991663192997	0.0
1.408070681E9	21.785100286532952	0.0
1.409581681E9	22.495077355836848	217.56436420722136
1.411465023E9	21.741450471698112	0.0
1.412955023E9	26.164481525625746	0.0
1.414838365E9	27.502407704654896	217.56436420722136
1.416314865E9	22.677966101694917	0.0
1.4177770455E9	26.50096756160142	0.0
1.419618707E9	69.67597087378641	217.56436420722136
1.4208732825E9	25.560126582278482	0.0
1.4227566245E9	25.857543859649123	0.0
1.4239516245E9	19.78	217.56436420722136
1.4252805205E9	45.477781284066786	0.0
1.4270187905E9	48.15602701325179	0.0
1.4281244605E9	100.64540031689813	217.56436420722136
1.4297276525E9	106.55309370032057	0.0
1.4310597705E9	25.385265133740027	0.0
1.4321072705E9	30.590940605500347	217.56436420722136
1.433901205E9	68.13043028547787	0.0
1.435017197E9	28.48032994923858	0.0
1.435976007E9	33.26269946345202	217.56436420722136
1.437770491E9	44.92577815110364	0.0
1.4387844305E9	37.37970669837495	0.0
1.4396449305E9	35.263736526946104	217.56436420722136
1.4412610725E9	26.806190125276345	0.0
1.4423727725E9	39.300242130750604	0.0
1.4431587725E9	32.73295454545455	217.56436420722136
1.4444460725E9	28.485260770975056	0.0
1.4458106145E9	28.729733706046787	0.0
1.4464626145E9	46.64705882352941	217.56436420722136
1.4471649735E9	28.93787171744899	0.0
1.4484408745E9	28.625423884153605	0.0
1.4496218575E9	46.73299677464591	217.56436420722136
1.4502383575E9	42.67637941723497	0.0
1.4508763745E9	26.29102344196684	0.0
1.4520218745E9	30.519787467936972	217.56436420722136
1.4531303745E9	31.330580623190873	0.0
1.4538031995E9	22.03960396039604	0.0
1.4542691995E9	23.11611374407583	217.56436420722136
1.4550418745E9	20.929435483870968	0.0
1.4559046405E9	19.816120906801007	0.0
1.4567389065E9	49.62390791845791	217.56436420722136
1.4574303075E9	22.694573130377233	0.0
1.4578326605E9	22.69328585961343	0.0
1.4583377155E9	93.46559633027523	217.56436420722136
1.4590933185E9	28.03206106870229	0.0
1.459836676E9	39.36957073914148	0.0
1.4605650305E9	124.91273176761433	217.56436420722136
1.46119996E9	21.448888888888888	0.0
1.46155196E9	21.144736842105264	0.0
1.4619770275E9	36.95561565383392	217.56436420722136
1.4626570315E9	19.717261904761905	0.0
1.4633240355E9	24.729924277834908	0.0
1.4639475355E9	49.89001601708489	217.56436420722136
1.4645250355E9	27.954988747186796	0.0
1.465026306E9	53.41120607787274	0.0
1.465306447E9	58.39633027522936	217.56436420722136
1.4656521245E9	26.0356	0.0
1.466191361E9	26.713125	0.0
1.466707608E9	176.42262842735582	217.56436420722136
1.4672094255E9	41.393429558133356	0.0
1.467686418E9	20.067039106145252	0.0
1.4681478745E9	83.99890230515916	217.56436420722136
1.4686029165E9	22.057142857142857	0.0
1.4689173775E9	73.44262295081967	0.0
1.469136474E9	60.43211792086889	217.56436420722136
1.46947457E9	62.10956017908875	0.0
1.4698911115E9	46.06306306306306	0.0
1.470303225E9	112.54981031333428	217.56436420722136
1.4707061795E9	22.585714285714285	0.0
1.4711037095E9	19.60655737704918	0.0
1.4714859995E9	40.31675675675676	217.56436420722136
1.4718500525E9	25.98048780487805	0.0
1.4722012425E9	34.710906701708275	0.0
