#Position (bp)	Coverage	Std
842194.5	2.5068648078708704	25.741990438142945
2725536.5	2.3317554276625416	19.268330164160027
4520500.0	3.0178551648248146	22.275389236840194
6403842.0	2.9118400497907753	21.090798230677915
9416710.5	2.6854787924869727	29.492826681485873
1.31833945E7	2.181476598514768	28.363526180517667
1.6393447E7	3.4504343637892365	73.937834055818
1.8255894E7	2.1101604986779883	19.345857504747602
1.88125255E7	5.025580282364202	33.11234691991956
2.0669924E7	2.5156243916769014	29.083651683713633
2.2553266E7	1.3469901896943755	10.773493881529957
2.29768995E7	3.6306837935747556	20.0402027959172
2.48251945E7	2.7471600407747196	22.10816243868365
2.63317415E7	2.615630439124604	8.688696775157974
2.82501305E7	2.6340579671668767	29.734504775083206
3.20168145E7	3.26175357423134	117.85106499215684
3.57834985E7	2.7778271285831253	28.52120457578275
3.89217675E7	2.371973429530164	32.751657170280254
4.07121995E7	2.353897722710339	15.950031595697684
4.13406145E7	3.3465181358303733	27.621151806596014
4.33168665E7	2.400025061831574	17.74538013236761
4.52151615E7	3.0289239617468064	9.636338772834169
4.70985035E7	2.7371476175464533	48.937247207034666
4.987304E7	2.5390606937612255	17.929251397360257
5.1756382E7	2.257236404830359	16.823273380798632
5.46169185E7	3.434520389817675	80.96639994411544
5.83836025E7	2.2956722677028387	16.451335191760315
6.14113315E7	2.1119730475791845	17.286387143848785
6.32946735E7	2.117585644592702	13.600404191574803
6.45308265E7	2.988889738092269	18.182259510836168
6.64141685E7	3.137945624697001	98.14936456318635
6.83876605E7	3.633700974550011	26.6803819425483
7.02710025E7	4.59062850599617	157.07568083608993
7.18346735E7	2.009061294022273	18.922421722295876
7.37180155E7	3.151603519293913	74.56008731341628
7.72170225E7	2.88445300959677	32.196041344877415
7.9187025E7	5.94779628550493	79.05153427898084
8.00616935E7	4.004937132617943	49.509130538570474
8.1858375E7	2.4115414948444664	17.967604080496685
8.4359141E7	2.4057865045230105	14.709339541621251
8.6242483E7	2.4265168389991554	18.09150999594026
8.85170745E7	3.0531594898855334	25.87791102235342
9.22837585E7	2.810360253209454	25.92623132172451
9.60504425E7	2.9866851055198684	62.28665416463525
9.98171265E7	2.894921633988941	72.92441466300703
1.035838105E8	2.617235478208419	24.77467444256479
1.07116429E8	3.8227443973160353	50.91834638422768
1.08999771E8	2.6307636110404995	14.292505797330097
1.111171785E8	3.222508179608377	47.98980834544833
1.148838625E8	2.8789741852515367	24.54558469522122
1.186505465E8	2.878437904533537	31.878435282936962
1.224172305E8	4.945403968052537	149.61047267237345
1.261839145E8	3.849371489617924	110.91441376268884
1.29561981E8	3.721080707514997	24.26103180655642
1.313743185E8	4.980213341393457	39.534602852748
1.31762936E8	4.309163503721595	22.5119870876241
1.33429936E8	2.9611377350374735	31.10990857392508
1.35313278E8	3.5252926345022475	39.26791896976653
1.374839665E8	4.548465971661015	251.46997446312912
1.40900476E8	3.612013690611104	36.451931644415374
1.42783818E8	2.5330442393720847	15.225369554724434
1.450173345E8	3.2200519077257344	95.99524538948074
1.487840185E8	4.276266870276349	118.55029070670709
1.525507025E8	2.860234890954484	29.559065359393397
1.563173865E8	3.551875867473884	98.32925014840386
1.600840705E8	3.1222895257473153	47.07150389334088
1.638507545E8	2.9860537809914502	29.798419195196644
1.676174385E8	2.9504612014174803	50.823285500701616
1.70006712E8	3.619149034997821	63.6139793188465
1.71890054E8	3.441871903836946	40.346304231862945
1.751508065E8	3.6659756963950256	66.67404458021348
1.77177396E8	2.1713677376568525	22.718488649606027
1.79060738E8	1.8243710327226481	12.796509425801396
1.826841745E8	3.3984058657429186	36.44759370742042
1.864508585E8	2.8755873866775126	20.708682202607367
1.886392405E8	3.111423092053501	28.563067782288176
1.905225825E8	2.676314165476569	30.779224230379533
1.939842265E8	3.4756916162863676	36.039572909029786
1.977509105E8	3.412166775869704	63.827481905116976
2.015175945E8	3.062726525506254	31.153372708083747
2.052842785E8	2.541571313123161	43.22711781372917
2.08575645E8	2.919928594992488	51.787501363473226
2.10458987E8	2.2094084480373644	9.790721226535373
2.128176465E8	2.5464392553237807	44.572976950687575
2.14985376E8	1.9511933541382795	11.816499640377598
2.16868718E8	2.780929351022809	37.034208314899146
2.203510145E8	2.382281072688869	18.26755277219286
2.232045515E8	2.34308154546251	17.819459594639852
2.250878935E8	2.5705861159265706	26.679965457654344
2.278843825E8	2.5894646325521333	50.56754520057286
2.316510665E8	2.6304574527621645	44.313670288879834
2.354177505E8	3.605199161915361	54.02587682730724
2.391844345E8	2.6219897926133435	34.33340705144748
2.429511185E8	2.8191180890141037	28.455075395380295
2.467178025E8	2.104230405311409	52.47276711524134
2.49194335E8	2.2307471208658938	28.727836167596365
2.51077677E8	1.183319943433	8.622165941553469
2.542511705E8	2.36498124079429	28.66638202414722
2.580178545E8	1.4479794429264574	9.32342988195456
2.61538386E8	2.713292810636765	60.50473780519613
2.63421728E8	1.5625069824600604	14.52035315311187
2.65043728E8	2.5437848308042863	38.3956546094077
2.6692707E8	3.8474190360683713	61.26977888626879
2.693179065E8	2.4858291802550996	27.025694582799684
2.717321685E8	0.8456895577488134	6.309207540495512
2.736155105E8	1.303844140364472	9.647509282004542
2.756930105E8	2.563881403104218	14.929811457198232
2.772252095E8	1.663355928045485	12.697662172711699
2.783834735E8	0.3345446157263565	2.5960575793779115
2.789568265E8	0.3769699833490842	2.477104556247887
2.808401685E8	0.37513003180963345	25.721678101723523
2.841337855E8	1.0504335415026784	24.82321312561537
2.860171275E8	2.8432852182717645	52.540339413191276
2.881513265E8	2.866306278944557	35.738876462549676
2.919180105E8	2.920860629667899	53.724509318586904
2.956113115E8	2.6125862519537737	25.964531145135854
2.974946535E8	2.9614488369240832	16.612522397664424
2.994513785E8	6.427767500538936	500.4147342639747
3.018711055E8	1.3660728767582986	8.287006702318264
3.037544475E8	2.210866419640716	16.42001959360114
3.069847465E8	3.0722656851490595	22.37973564789361
3.107514305E8	3.22618648126575	69.70204267046101
3.143364865E8	3.3496204415077973	65.2393212909711
3.162198285E8	3.7714256612416586	69.21799960463213
3.182847985E8	2.7048533935950028	26.328155601012256
3.21294614E8	3.250952641140693	69.5298653235488
3.23177956E8	2.362772397054442	69.69551635646931
3.25388527E8	3.189698373635596	41.21715914681721
3.27271869E8	3.666883515133036	22.912791926873982
3.295848505E8	2.659693247429304	25.072703344114817
3.333515345E8	2.836696680687841	47.10621355613921
3.371182185E8	3.0473153574868506	31.741088609582256
3.408849025E8	2.8360478341161617	55.06497557561774
3.446515865E8	3.2943031589589147	28.9992573771863
3.484182705E8	2.8203358710207707	45.70459835762915
3.521849545E8	3.0448205902061334	57.19707650390779
3.559516385E8	2.5875340219673326	20.49621560162467
3.597183225E8	2.516371960058237	33.070661857361884
3.634850065E8	7.4799961982475835	1820.2795107173886
3.672516905E8	2.2742974988079703	19.068917338373748
3.710183745E8	2.9454764455951175	30.196434286829433
3.747850585E8	3.102692978757974	27.82204328137539
3.77416187E8	2.705070899247312	16.21795978467635
3.79299529E8	3.001777103805142	27.03111964098194
3.809707145E8	2.090418759218117	12.824366806841399
3.823972095E8	2.475766249656233	98.74034164041606
3.837449215E8	3.4010576845202003	53.854834562109616
3.860851105E8	6.3156296094920625	498.1097370069565
3.88047942E8	0.5239685744658099	3.2130647211670813
3.89931284E8	2.592202799286527	35.92601347672139
3.936184785E8	3.2170253729805847	28.767424661395545
3.973851625E8	2.6765454707642053	33.44673614170859
4.011518465E8	2.745058518314783	27.30974646312014
4.049185305E8	2.6280293223429414	35.55777932321821
4.086852145E8	2.7519507874831017	33.04584841387532
4.124518985E8	3.068396499414339	34.74302817558038
4.162185825E8	10.227186034188161	3653.872267021123
4.199852665E8	1.933614022307154	19.00391130274756
4.237519505E8	2.5700735713428577	19.291148532589343
4.275186345E8	2.172749559028578	22.721675750559864
4.312853185E8	1.9981004512191625	20.826973223631143
4.350520025E8	2.188957183559863	25.699244134300102
4.388186865E8	3.085856950038814	88.15221375539325
4.425853705E8	2.773505024578648	32.82901174227543
4.446755915E8	2.5786691737682412	15.436257531785962
4.465589335E8	4.226920009567762	40.887138844692814
4.501187385E8	3.965260690835759	34.37232461318705
4.538854225E8	2.515336301107287	22.175836724499586
4.576521065E8	2.8562236704751447	60.37225989450141
4.60959575E8	2.275114254246375	19.428164881807668
4.62842917E8	5.877715364572842	118.71135894333047
4.635117425E8	4.042023281331997	19.35323118676688
4.653950845E8	3.5302488689945584	60.672481535319136
4.68541234E8	2.7488035832228292	32.48442891602135
4.70424576E8	2.7438787417153274	24.524144899938264
4.727188425E8	3.431596332477054	69.98838939204043
4.74870115E8	2.0988017414963953	9.376569310169781
4.767439775E8	1.671677879262634	39.37005524574393
4.78359389E8	0.26763014926947626	1.2255521010645165
4.802522105E8	2.5753044322273917	22.785503751526925
4.83689518E8	3.3689348315647933	47.898737354973136
4.8557286E8	3.016769563098764	20.36093779585269
4.862368535E8	2.4107292815368018	25.36837149871106
4.881067875E8	2.8939867141443756	25.09870653340748
4.896555125E8	3.6319361575178997	26.122516896759386
4.911810125E8	2.5230862275575823	26.49317729086322
4.930643545E8	3.7606949494949493	68.13412915386499
4.935384685E8	5.125189570695287	93.33194535130816
4.954218105E8	2.6535146741493016	30.98283889298113
4.990856305E8	3.4581695730249735	43.54131222490649
5.028523145E8	2.7885933622252357	23.840310885560548
5.066189985E8	2.903291860957808	31.846808262578403
5.103856825E8	3.082657053259578	145.03918583262578
5.130466785E8	3.231221725857515	52.002639980190715
5.149300205E8	2.4524314273104166	59.9731542761801
5.163952645E8	11.123271479268876	61.637349975773255
5.182786065E8	3.373803801846191	101.15133711068493
5.20965284E8	2.601952116770997	50.45857144999502
5.22848626E8	3.374932767761283	52.20444244789756
5.254524185E8	2.680822973204017	30.372874988707633
5.292191025E8	2.283819136407514	39.06206461117006
5.329857865E8	2.2079622288463807	17.901396447927315
5.35029338E8	1.5927582321897267	8.75386931135694
5.3691268E8	2.4717997600300614	25.915471897369112
5.405191545E8	3.093959567619689	46.16058576223862
5.44240468E8	2.982541894692056	26.51312874592879
5.4612381E8	3.1737362383046253	21.18768087949041
5.480525225E8	1.9548958712756366	19.401394417696363
5.518192065E8	3.2409926078216276	56.67831965250804
5.555858905E8	2.4980969999076112	26.985803338894026
5.58625207E8	2.3038185530909203	16.367215352541752
5.60508549E8	2.367067541510997	20.40673223259903
5.631192585E8	3.1610010290218136	78.50247437383143
5.668859425E8	2.8284159223338086	23.784223956592278
5.69000233E8	1.165716599155223	5.026805566882081
5.70883575E8	2.499887284717593	37.61503751747673
5.73468742E8	2.0579352865406233	17.130647338092565
5.752691035E8	4.219366796221248	114.83970624464696
5.76219672E8	3.919414802272823	21.62069495048438
5.781859945E8	2.3685071537723896	29.863383733071718
5.819526785E8	2.09432965441221	15.548781997768527
5.857193625E8	2.172996991518269	27.59458324270633
5.894860465E8	3.249811239806684	34.38769028610957
5.932527305E8	4.518127350210424	43.52452315773824
5.970194145E8	2.0408653871681297	97.40113398469146
5.98951926E8	8.457305850171347	54.294995178083
6.001632245E8	2.545964776715838	52.807782699224916
6.01997397E8	1.647766104426276	11.852685792430135
6.02823052E8	1.9185249802260897	11.326788885088696
6.0332906E8	4.345470230266192	53.95013530030526
6.050587905E8	2.14071169375039	19.02800508041455
